구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨 설치유형,화장실입구cctv설치유무,기저귀교환대장소,리모델링년월,데이터기준일자
공중화장실,숭실대입구역(7),서울특별시 동작구 상도동 514 숭실대입구역,서울특별시 동작구 상도동 5,N,3,8,1,0,0,0,9,1,0,서울교통공사,02-6311-7381,05:00~01:00,37.496374,126.951315,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,상도역(7),서울특별시 동작구 상도1동 702-1 상도역,서울특별시 동작구 상도1동 ,N,2,5,1,0,0,0,6,1,0,서울교통공사,02-6311-7391,05:00~01:00,37.503072,126.945564,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2008이전,2020-09-28
공중화장실,장승배기역(7),서울특별시 동작구 상도동 26-20 장승배기역,서울특별시 동작구 상도동 2,N,3,7,1,0,0,0,7,1,0,서울교통공사,02-6311-7401,05:00~01:00,37.504905,126.937002,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,신대방삼거리역(7),서울특별시 동작구 대방동 406-10 신대방삼거리역,서울특별시 동작구 대방동 4,N,3,5,1,0,0,0,7,1,0,서울교통공사,02-6311-7411,05:00~01:00,37.487519,126.911093,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,보라매역(7),서울특별시 동작구 대방동 466-51 보라매역,서울특별시 동작구 대방동 4,N,4,7,1,0,0,0,10,1,0,서울교통공사,02-6311-7421,05:00~01:00,37.499929,126.918093,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,신풍역(7),서울특별시 영등포구 신길동 3599 신풍역,서울특별시 영등포구 신길동 ,N,4,5,1,0,0,0,5,1,0,서울교통공사,02-6311-7431,05:00~01:00,37.50013,126.90678,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,대림역(7),서울특별시 구로구 대림동 1050-17 대림역(7호선),서울특별시 구로구 대림동 1,N,4,5,1,0,0,0,8,1,0,서울교통공사,02-6311-7441,05:00~01:00,37.492981,126.893984,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,남구로역(7),서울특별시 구로구 구로동 801-95 남구로역,서울특별시 구로구 구로동 8,N,5,4,1,0,0,0,8,1,0,서울교통공사,02-6311-7451,05:00~01:00,37.486051,126.885062,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,가산디지털단지역(7),서울특별시 금천구 가산동 54-3 가산디지털단지역,서울특별시 금천구 가산동 5,N,4,5,1,0,0,0,9,1,0,서울교통공사,02-6311-7461,05:00~01:00,37.479597,126.879888,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2019,2020-09-28
공중화장실,철산역(7),경기도 광명시 철산동 526 철산역,경기도 광명시 철산동 526,N,3,5,1,0,0,0,8,1,0,서울교통공사,02-6311-7471,05:00~01:00,37.479597,126.873322,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2019,2020-09-28
공중화장실,광명사거리역(7),경기도 광명시 광명동 158-211 광명사거리역,경기도 광명시 광명동 158,N,4,6,1,0,0,0,9,1,0,서울교통공사,02-6311-7481,05:00~01:00,37.479307,126.852486,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,천왕역(7),서울특별시 구로구 오류동 174-6 천왕역,서울특별시 구로구 오류동 1,N,2,3,1,0,0,0,6,1,0,서울교통공사,02-6311-7491,05:00~01:00,37.486686,126.836492,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2018,2020-09-28
공중화장실,온수역(7),서울특별시 구로구 온수동 53-1 온수역(7호선),서울특별시 구로구 온수동 5,N,4,5,1,0,0,0,7,1,0,서울교통공사,02-6311-7551,05:00~01:00,37.492151,126.821446,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,까치울역(7),경기도 부천시 원미구 춘의동 3-1 까치울역,경기도 부천시 원미구 춘의동,N,4,4,1,0,0,0,12,1,0,서울교통공사,02-6311-7511,05:00~01:00,37.506233,126.80917,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,부천종합운동장역(7),경기도 부천시 원미구 춘의동 15-1 부천종합운동장역,경기도 부천시 원미구 춘의동,N,3,2,1,0,0,0,7,1,0,서울교통공사,02-6311-7521,05:00~01:00,37.505452,126.795309,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,부천종합운동장역(7),경기도 부천시 원미구 춘의동 15-1 부천종합운동장역,경기도 부천시 원미구 춘의동,N,4,4,1,0,0,0,12,1,0,서울교통공사,02-6311-7521,05:00~01:00,37.505452,126.795309,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,춘의역(7),경기도 부천시 원미구 춘의동 145 춘의역,경기도 부천시 원미구 춘의동,N,4,5,1,0,0,0,13,1,0,서울교통공사,02-6311-7531,05:00~01:00,37.50371,126.78489,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,신중동역(7),경기도 부천시 원미구 중동 1140-6 신중동역,경기도 부천시 원미구 중동 ,N,4,6,1,0,0,0,16,1,0,서울교통공사,02-6311-7541,05:00~01:00,37.503052,126.773771,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,부천시청역(7),경기도 부천시 원미구 중동 1243 부천시청역,경기도 부천시 원미구 중동 ,N,4,5,1,0,0,0,14,1,0,서울교통공사,02-6311-7551,05:00~01:00,37.504669,126.761413,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,상동역(7),경기도 부천시 원미구 상동 633 상동역,경기도 부천시 원미구 상동 ,N,4,5,1,0,0,0,12,1,0,서울교통공사,02-6311-7561,05:00~01:00,37.505802,126.750958,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,삼산체육관역(7),인천광역시 부평구 삼산동 466 삼산체육관역,인천광역시 부평구 삼산동 4,N,5,5,1,0,0,0,6,1,0,서울교통공사,02-6311-7571,05:00~01:00,37.506483,126.739835,서울교통공사,역사 내 화장실,수세식,유,유,,2012,2020-09-28
공중화장실,굴포천역(7),인천광역시 부평구 삼산동 466 굴포천역,인천광역시 부평구 삼산동 4,N,7,6,1,0,1,0,13,1,1,서울교통공사,02-6311-7581,05:00~01:00,37.508231,126.723624,서울교통공사,역사 내 화장실,수세식,유,유,,2012,2020-09-28
공중화장실,부평구청역(7),인천광역시 부평구 갈산동 193-45 부평구청역,인천광역시 부평구 갈산동 1,N,1,3,1,0,0,0,4,1,0,서울교통공사,02-6311-7591,05:00~01:00,37.508073,126.718721,서울교통공사,역사 내 화장실,수세식,유,유,남자화장실,2012,2020-09-28
공중화장실,부평구청역(7),인천광역시 부평구 갈산동 193-45 부평구청역,인천광역시 부평구 갈산동 1,N,6,12,1,0,0,0,19,1,0,서울교통공사,02-6311-7591,05:00~01:00,37.508073,126.718721,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2012,2020-09-28
공중화장실,암사역(8),서울특별시 강동구 암사동 501 암사역,서울특별시 강동구 암사동 5,N,3,9,1,0,0,0,10,1,0,서울교통공사,02-6311-8101,05:00~01:00,37.550646,127.125659,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,강동구청역(8),서울특별시 강동구 성내동 319 강동구청역,서울특별시 강동구 성내동 3,N,3,6,1,0,0,0,7,1,0,서울교통공사,02-6311-8121,05:00~01:00,37.538374,127.115484,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,몽촌토성역(8),서울특별시 송파구 신천동 19 몽촌토성역,서울특별시 송파구 신천동 1,N,3,3,1,0,1,0,6,1,1,서울교통공사,02-6311-8131,05:00~01:00,37.517641,127.110551,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,잠실역(8),서울특별시 송파구 잠실동 7-4 잠실역(8호선),서울특별시 송파구 잠실동 7,N,4,6,1,0,1,0,14,1,1,서울교통공사,02-6311-8141,05:00~01:00,37.513152,127.101221,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2014,2020-09-28
공중화장실,석촌역(8),서울특별시 송파구 석촌동 209 석촌역,서울특별시 송파구 석촌동 2,N,3,3,1,0,1,0,6,1,1,서울교통공사,02-6311-8151,05:00~01:00,37.505438,127.104792,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,송파역(8),서울특별시 송파구 가락동 459-4 송파역,서울특별시 송파구 가락동 4,N,3,5,1,0,1,0,8,1,1,서울교통공사,02-6311-8161,05:00~01:00,37.505438,127.098226,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,가락시장역(8),"서울특별시 송파구 가락동 184-23 가락시장역(3, 8호선)",서울특별시 송파구 가락동 1,N,5,7,1,0,1,0,16,1,1,서울교통공사,02-6311-8171,05:00~01:00,37.495002,127.110205,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,문정역(8),서울특별시 송파구 문정동 119-4 문정역,서울특별시 송파구 문정동 1,N,3,5,1,0,1,0,8,1,1,서울교통공사,02-6311-8181,05:00~01:00,37.495002,127.103639,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,장지역(8),서울특별시 송파구 장지동 201-5 장지역,서울특별시 송파구 장지동 2,N,6,10,1,0,0,0,17,1,0,서울교통공사,02-6311-8191,05:00~01:00,37.482299,127.124225,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2009,2020-09-28
공중화장실,복정역(8),서울특별시 송파구 장지동 596-21 복정역,서울특별시 송파구 장지동 5,N,5,7,1,0,1,0,13,1,1,서울교통공사,02-6311-8201,05:00~01:00,37.470375,127.124496,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,산성역(8),경기도 성남시 수정구 신흥동 7-4 산성역,경기도 성남시 수정구 신흥동,N,3,3,1,0,1,0,6,1,1,서울교통공사,02-6311-8211,05:00~01:00,37.470375,127.11793,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2013,2020-09-28
공중화장실,남한산성입구역(8),경기도 성남시 수정구 단대동 96 남한산성입구역,경기도 성남시 수정구 단대동,N,3,5,1,0,1,0,8,1,1,서울교통공사,02-6311-8221,05:00~01:00,37.451541,127.157632,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,단대오거리역(8),경기도 성남시 수정구 신흥동 2467 단대오거리역,경기도 성남시 수정구 신흥동,N,3,4,1,0,1,0,7,1,1,서울교통공사,02-6311-8231,05:00~01:00,37.445163,127.154033,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,신흥역(8),경기도 성남시 수정구 신흥동 2467 신흥역,경기도 성남시 수정구 신흥동,N,4,5,1,0,0,0,9,1,0,서울교통공사,02-6311-8241,05:00~01:00,37.440749,127.144161,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,수진역(8),경기도 성남시 수정구 수진동 2205-1 수진역,경기도 성남시 수정구 수진동,N,3,5,1,0,1,0,10,1,1,서울교통공사,02-6311-8251,05:00~01:00,37.437611,127.138831,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,모란역(8),경기도 성남시 수정구 수진동 4808 모란역,경기도 성남시 수정구 수진동,N,5,5,1,0,1,0,10,1,1,서울교통공사,02-6311-8261,05:00~01:00,37.433072,127.127123,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2013,2020-09-28
